ell,C_TT,C_TE,C_EE
1261,1.1626659221593146e-08,1.7339748343640777e-09,2.9066648053982864e-09
1262,1.1574424913819104e-08,1.7109965035874605e-09,2.893606228454776e-09
1263,1.1521547436088504e-08,1.6879179437683532e-09,2.880386859022126e-09
1264,1.1468037767453718e-08,1.6647474771471356e-09,2.8670094418634295e-09
1265,1.1413906987964921e-08,1.641493397040117e-09,2.8534767469912304e-09
1266,1.1359166275173624e-08,1.618163963599327e-09,2.839791568793406e-09
1267,1.1303826900612975e-08,1.5947673996232201e-09,2.8259567251532437e-09
1268,1.1247900226256202e-08,1.5713118864209632e-09,2.8119750565640505e-09
1269,1.1191397700954641e-08,1.547805559732772e-09,2.7978494252386603e-09
1270,1.1134330856856691e-08,1.5242565057089444e-09,2.783582714214173e-09
1271,1.1076711305809153e-08,1.5006727569499343e-09,2.7691778264522883e-09
1272,1.1018550735742329e-08,1.4770622886098915e-09,2.754637683935582e-09
1273,1.0959860907040363e-08,1.4534330145660529e-09,2.7399652267600908e-09
1274,1.090065364889815e-08,1.4297927836561167e-09,2.7251634122245375e-09
1275,1.0840940855666345e-08,1.4061493759859473e-09,2.7102352139165864e-09
1276,1.0780734483185832e-08,1.3825104993095749e-09,2.695183620796458e-09
1277,1.0720046545113103e-08,1.3588837854836918e-09,2.6800116362782758e-09
1278,1.0658889109238007e-08,1.3352767869985151e-09,2.6647222773095017e-09
1279,1.059727429379527e-08,1.3116969735869592e-09,2.6493185734488176e-09
1280,1.0535214263771235e-08,1.2881517289140078e-09,2.6338035659428087e-09
1281,1.0472721227207272e-08,1.264648347347931e-09,2.618180306801818e-09
1282,1.0409807431501271e-08,1.241194030815155e-09,2.6024518578753178e-09
1283,1.0346485159708677e-08,1.2177958857402928e-09,2.5866212899271693e-09
1284,1.0282766726844476e-08,1.194460920072897e-09,2.570691681711119e-09
1285,1.0218664476187577e-08,1.1711960404024385e-09,2.5546661190468943e-09
1286,1.0154190775589008e-08,1.1480080491627535e-09,2.538547693897252e-09
1287,1.0089358013785372e-08,1.1249036419274063e-09,2.522339503446343e-09
1288,1.0024178596718947e-08,1.1018894047970392e-09,2.5060446491797367e-09
1289,9.958664943865862e-09,1.0789718118798985e-09,2.4896662359664654e-09
1290,9.892829484573783e-09,1.0561572228666252e-09,2.4732073711434457e-09
1291,9.826684654410463e-09,1.0334518807001516e-09,2.4566711636026157e-09
1292,9.760242891524577e-09,1.0108619093417342e-09,2.4400607228811444e-09
1293,9.693516633020261e-09,9.883933116338056e-10,2.4233791582550653e-09
1294,9.626518311346669e-09,9.660519672603938e-10,2.4066295778366673e-09
1295,9.559260350703983e-09,9.438436308058116e-10,2.3898150876759957e-09
1296,9.491755163467207e-09,9.217739299120324e-10,2.372938790866802e-09
1297,9.424015146629116e-09,8.998483635353749e-10,2.356003786657279e-09
1298,9.356052678263688e-09,8.780723003027415e-10,2.339013169565922e-09
1299,9.287880114011361e-09,8.564509769678179e-10,2.3219700285028402e-09
1300,9.219509783587455e-09,8.349894969674208e-10,2.3048774458968637e-09
1301,9.150953987315025e-09,8.136928290780885e-10,2.2877384968287564e-09
1302,9.082224992683502e-09,7.925658061730884e-10,2.2705562481708755e-09
1303,9.013335030934342e-09,7.716131240796744e-10,2.2533337577335854e-09
1304,8.94429629367504e-09,7.508393405366423e-10,2.23607407341876e-09
1305,8.87512092952266e-09,7.302488742518837e-10,2.218780232380665e-09
1306,8.805821040778225e-09,7.098460040597344e-10,2.201455260194556e-09
1307,8.73640868013313e-09,6.896348681778191e-10,2.1841021700332823e-09
1308,8.666895847408835e-09,6.696194635628744e-10,2.1667239618522088e-09
1309,8.597294486330993e-09,6.498036453651912e-10,2.1493236215827482e-09
1310,8.527616481339238e-09,6.301911264810077e-10,2.1319041203348094e-09
1311,8.45787365443375e-09,6.107854772022568e-10,2.1144684136084375e-09
1312,8.38807776205979e-09,5.915901249630052e-10,2.0970194405149475e-09
1313,8.31824049203132e-09,5.726083541816939e-10,2.07956012300783e-09
1314,8.248373460494776e-09,5.538433061984589e-10,2.062093365123694e-09
1315,8.178488208934148e-09,5.352979793065052e-10,2.044622052233537e-09
1316,8.108596201218418e-09,5.169752288765878e-10,2.0271490503046044e-09
1317,8.038708820692363e-09,4.988777675735913e-10,2.0096772051730907e-09
1318,7.968837367311853e-09,4.810081656639828e-10,1.9922093418279633e-09
1319,7.898993054824546e-09,4.6336885141308145e-10,1.9747482637061366e-09
1320,7.829187007997043e-09,4.459621115707853e-10,1.957296751999261e-09
1321,7.759430259889461e-09,4.2879009194453687e-10,1.9398575649723653e-09
1322,7.689733749178345e-09,4.118547980581308e-10,1.9224334372945862e-09
1323,7.620108317528868e-09,3.951580958949135e-10,1.905027079382217e-09
1324,7.550564707017226e-09,3.7870171272398704e-10,1.8876411767543064e-09
1325,7.481113557604084e-09,3.6248723800778064e-10,1.870278389401021e-09
1326,7.411765404659947e-09,3.4651612438949264e-10,1.8529413511649867e-09
1327,7.342530676543298e-09,3.3078968875874737e-10,1.8356326691358245e-09
1328,7.2734196922322875e-09,3.153091133937514e-10,1.8183549230580719e-09
1329,7.204442659010775e-09,3.0007544717831184e-10,1.8011106647526938e-09
1330,7.135609670209486e-09,2.850896068918437e-10,1.7839024175523716e-09
1331,7.066930703003017e-09,2.703523785706396e-10,1.7667326757507543e-09
1332,6.998415616263374e-09,2.558644189385157e-10,1.7496039040658436e-09
1333,6.9300741484708015e-09,2.416262569049226e-10,1.7325185371177004e-09
1334,6.8619159156824545e-09,2.276382951286647e-10,1.7154789789206136e-09
1335,6.793950409559649e-09,2.1390081164517871e-10,1.6984876023899122e-09
1336,6.726186995454229e-09,2.004139615554533e-10,1.6815467488635573e-09
1337,6.658634910554677e-09,1.871777787745273e-10,1.6646587276386693e-09
1338,6.59130326209248e-09,1.7419217783752598e-10,1.64782581552312e-09
1339,6.524201025609319e-09,1.6145695576116877e-10,1.6310502564023297e-09
1340,6.45733704328555e-09,1.489717939586188e-10,1.6143342608213876e-09
1341,6.390720022330471e-09,1.367362602055892e-10,1.5976800055826178e-09
1342,6.324358533434809e-09,1.2474981065553514e-10,1.5810896333587023e-09
1343,6.2582610092858495e-09,1.1301179190178156e-10,1.5645652523214624e-09
1344,6.1924357431455985e-09,1.0152144308441772e-10,1.5481089357863996e-09
1345,6.1268908874923384e-09,9.027789803974397e-11,1.5317227218730846e-09
1346,6.061634452725914e-09,7.928018749010475e-11,1.5154086131814786e-09
1347,5.9966743059370585e-09,6.852724127187047e-11,1.4991685764842646e-09
1348,5.93201816974102e-09,5.801789059935984e-11,1.483004542435255e-09
1349,5.867673621175771e-09,4.775087036248849e-11,1.4669184052939427e-09
1350,5.803648090664986e-09,3.772482145589251e-11,1.4509120226662465e-09
1351,5.7399488610460085e-09,2.7938293137333275e-11,1.4349872152615021e-09
1352,5.6765830666629575e-09,1.838974541313233e-11,1.4191457666657394e-09
1353,5.6135576925251165e-09,9.077551448421946e-12,1.4033894231312791e-09
1354,5.550879573530704e-09,4.731379685941411e-25,1.387719893382676e-09
1355,5.488555393756119e-09,-8.844702130442045e-12,1.3721388484390298e-09
1356,5.426591685810695e-09,-1.745842762489931e-11,1.3566479214526738e-09
1357,5.364994830256997e-09,-2.5843126161640274e-11,1.3412487075642492e-09
1358,5.303771055096654e-09,-3.400082191398651e-11,1.3259427637741635e-09
1359,5.24292643532168e-09,-4.1933611037441046e-11,1.31073160883042e-09
1360,5.182466892531241e-09,-4.9643659147318536e-11,1.2956167231328103e-09
1361,5.122398194613752e-09,-5.713319878899786e-11,1.280599548653438e-09
1362,5.062725955494208e-09,-6.440452690292811e-11,1.265681488873552e-09
1363,5.003455634946576e-09,-7.146000228644783e-11,1.250863908736644e-09
1364,4.9445925384711e-09,-7.830204305450364e-11,1.236148134617775e-09
1365,4.886141817236277e-09,-8.493312410129986e-11,1.2215354543090693e-09
1366,4.828108468085323e-09,-9.135577456488629e-11,1.2070271170213308e-09
1367,4.770497333606815e-09,-9.757257529668757e-11,1.1926243334017038e-09
1368,4.713313102269248e-09,-1.0358615633790298e-10,1.178328275567312e-09
1369,4.6565603086192075e-09,-1.0939919440471855e-10,1.1641400771548019e-09
1370,4.6002433335427815e-09,-1.1501441038421649e-10,1.1500608333856954e-09
1371,4.5443664045898625e-09,-1.2043456684283007e-10,1.1360916011474656e-09
1372,4.488933596360936e-09,-1.2566246554918444e-10,1.122233399090234e-09
1373,4.4339488309559486e-09,-1.3070094501308038e-10,1.1084872077389871e-09
1374,4.3794158784847735e-09,-1.3555287804238547e-10,1.0948539696211934e-09
1375,4.325338357638831e-09,-1.4022116931953132e-10,1.0813345894097078e-09
1376,4.271719736323347e-09,-1.4470875299927666e-10,1.0679299340808368e-09
1377,4.2185633323497146e-09,-1.4901859032937494e-10,1.0546408330874286e-09
1378,4.165872314187428e-09,-1.531536672957048e-10,1.041468078546857e-09
1379,4.113649701774986e-09,-1.5711699229341636e-10,1.0284124254437465e-09
1380,4.061898367389176e-09,-1.6091159382557596e-10,1.015474591847294e-09
1381,4.0106210365721086e-09,-1.6454051823075944e-10,1.0026552591430271e-09
1382,3.959820289115357e-09,-1.6800682744098356e-10,9.899550722788393e-10
1383,3.909498560100497e-09,-1.713135967713429e-10,9.773746400251243e-10
1384,3.85965814099539e-09,-1.7446391274263466e-10,9.649145352488475e-10
1385,3.810301180805457e-09,-1.7746087093823915e-10,9.525752952013642e-10
1386,3.761429687279202e-09,-1.8030757389645635e-10,9.403574218198006e-10
1387,3.7130455281672182e-09,-1.830071290394439e-10,9.282613820418046e-10
1388,3.665150432533889e-09,-1.855626466398775e-10,9.162876081334723e-10
1389,3.6177459921209705e-09,-1.8797723782636412e-10,9.044364980302426e-10
1390,3.5708336627622153e-09,-1.9025401262862023e-10,8.927084156905538e-10
1391,3.5244147658481805e-09,-1.9239607806336129e-10,8.811036914620451e-10
1392,3.4784904898403595e-09,-1.9440653626178945e-10,8.696226224600899e-10
1393,3.4330618918337185e-09,-1.9628848263953747e-10,8.582654729584296e-10
1394,3.38812989916674e-09,-1.9804500410983988e-10,8.47032474791685e-10
1395,3.3436953110780214e-09,-1.9967917734067895e-10,8.359238277695054e-10
1396,3.2997588004084885e-09,-2.0119406705658728e-10,8.249397001021221e-10
1397,3.2563209153482437e-09,-2.0259272438573114e-10,8.140802288370609e-10
1398,3.213382081227048e-09,-2.0387818525286157e-10,8.03345520306762e-10
1399,3.1709426023474453e-09,-2.0505346881864363e-10,7.927356505868613e-10
1400,3.1290026638594896e-09,-2.061215759658441e-10,7.822506659648724e-10
1401,3.0875623336760294e-09,-2.070854878327922e-10,7.718905834190073e-10
1402,3.0466215644275106e-09,-2.079481643944731e-10,7.616553911068776e-10
1403,3.0061801954551886e-09,-2.0871254309158132e-10,7.515450488637971e-10
1404,2.96623795484169e-09,-2.0938153750776966e-10,7.415594887104225e-10
1405,2.9267944614778045e-09,-2.0995803609533088e-10,7.316986153694511e-10
1406,2.887849227164388e-09,-2.1044490094944844e-10,7.21962306791097e-10
1407,2.8494016587482417e-09,-2.1084496663112795e-10,7.123504146870604e-10
1408,2.8114510602908293e-09,-2.111610390388791e-10,7.028627650727073e-10
1409,2.7739966352686663e-09,-2.1139589432912714e-10,6.934991588171666e-10
1410,2.7370374888042075e-09,-2.1155227788534374e-10,6.842593722010519e-10
1411,2.7005726299260594e-09,-2.1163290333578138e-10,6.751431574815149e-10
1412,2.6646009738573137e-09,-2.1164045161968304e-10,6.661502434643284e-10
1413,2.629121344330802e-09,-2.115775701017875e-10,6.572803360827005e-10
1414,2.594132475930063e-09,-2.1144687173488043e-10,6.485331189825157e-10
1415,2.5596330164547796e-09,-2.112509342701366e-10,6.399082541136949e-10
1416,2.525621529309478e-09,-2.109922995149149e-10,6.314053823273695e-10
1417,2.49209649591423e-09,-2.1067347263764794e-10,6.230241239785575e-10
1418,2.4590563181361136e-09,-2.1029692151941926e-10,6.147640795340284e-10
1419,2.4264993207401824e-09,-2.0986507615177355e-10,6.066248301850456e-10
1420,2.3944237538586694e-09,-2.0938032808028094e-10,5.986059384646673e-10
1421,2.3628277954771715e-09,-2.0884502989330734e-10,5.907069488692929e-10
1422,2.331709553936531e-09,-2.0826149475544532e-10,5.829273884841327e-10
1423,2.30106707044913e-09,-2.0763199598498137e-10,5.752667676122825e-10
1424,2.270898321628332e-09,-2.0695876667476514e-10,5.67724580407083e-10
1425,2.2412012220297665e-09,-2.0624399935581057e-10,5.603003055074416e-10
1426,2.2119736267031794e-09,-2.054898457029017e-10,5.529934066757949e-10
1427,2.183213333753544e-09,-2.0469841628147787e-10,5.45803333438386e-10
1428,2.1549180869101555e-09,-2.038717803350116e-10,5.387295217275389e-10
1429,2.1270855781023907e-09,-2.0301196561207586e-10,5.317713945255977e-10
1430,2.0997134500408584e-09,-2.021209582322761e-10,5.249283625102146e-10
1431,2.0727992988026316e-09,-2.0120070259016854e-10,5.181998247006579e-10
1432,2.0463406764192653e-09,-2.0025310129629577e-10,5.115851691048163e-10
1433,2.020335093466306e-09,-1.9928001515441327e-10,5.050837733665765e-10
1434,1.9947800216530064e-09,-1.9828326317397636e-10,4.986950054132516e-10
1435,1.969672896410938e-09,-1.9726462261693223e-10,4.924182241027345e-10
1436,1.9450111194802288e-09,-1.962258290778268e-10,4.862527798700572e-10
1437,1.9207920614921276e-09,-1.9516857659624348e-10,4.801980153730319e-10
1438,1.8970130645466216e-09,-1.940945178005429e-10,4.742532661366554e-10
1439,1.8736714447838287e-09,-1.930052640818776e-10,4.684178611959572e-10
1440,1.8507644949478824e-09,-1.9190238579743432e-10,4.626911237369706e-10
1441,1.8282894869420633e-09,-1.907874125018332e-10,4.5707237173551583e-10
1442,1.806243674373888e-09,-1.896618332056208e-10,4.51560918593472e-10
1443,1.7846242950889316e-09,-1.8852709665975807e-10,4.461560737722329e-10
1444,1.7634285736921153e-09,-1.873846116650197e-10,4.4085714342302883e-10
1445,1.7426537240552265e-09,-1.862357474051935e-10,4.356634310138066e-10
1446,1.72229695180945e-09,-1.8508183380296884e-10,4.305742379523625e-10
1447,1.7023554568216716e-09,-1.8392416189740593e-10,4.255888642054179e-10
1448,1.6828264356533623e-09,-1.827639842418544e-10,4.2070660891334057e-10
1449,1.6637070840008208e-09,-1.8160251532120773e-10,4.159267710002052e-10
1450,1.6449945991156016e-09,-1.8044093198736796e-10,4.112486497789004e-10
1451,1.6266861822039349e-09,-1.7928037391178896e-10,4.066715455509837e-10
1452,1.6087790408039753e-09,-1.781219440539889e-10,4.021947602009938e-10
1453,1.5912703911397282e-09,-1.769667091448983e-10,3.9781759778493206e-10
1454,1.5741574604504945e-09,-1.7581570018393797e-10,3.935393651126236e-10
1455,1.5574374892947236e-09,-1.7466991294871413e-10,3.893593723236809e-10
1456,1.54110773382714e-09,-1.7353030851622012e-10,3.85276933456785e-10
1457,1.5251654680480518e-09,-1.7239781379446062e-10,3.8129136701201294e-10
1458,1.509607986023747e-09,-1.7127332206340005e-10,3.7740199650593675e-10
1459,1.494432604076912e-09,-1.7015769352416705e-10,3.73608151019228e-10
1460,1.4796366629460042e-09,-1.690517558554464e-10,3.6990916573650106e-10
1461,1.4652175299125484e-09,-1.6795630477600444e-10,3.663043824781371e-10
1462,1.4511726008953246e-09,-1.6687210461231617e-10,3.6279315022383116e-10
1463,1.4374993025104465e-09,-1.6579988887026085e-10,3.593748256276116e-10
1464,1.4241950940963328e-09,-1.6474036080989064e-10,3.560487735240832e-10
1465,1.4112574697026075e-09,-1.6369419402226955e-10,3.528143674256519e-10
1466,1.398683960041968e-09,-1.6266203300742143e-10,3.49670990010492e-10
1467,1.3864721344040893e-09,-1.6164449375242778e-10,3.4661803360102233e-10
1468,1.3746196025306524e-09,-1.606421643087434e-10,3.436549006326631e-10
1469,1.3631240164505898e-09,-1.5965560536782159e-10,3.4078100411264744e-10
1470,1.3519830722746833e-09,-1.5868535083415378e-10,3.3799576806867084e-10
1471,1.3411945119486508e-09,-1.5773190839486133e-10,3.352986279871627e-10
1472,1.3307561249638912e-09,-1.567957600849957e-10,3.326890312409728e-10
1473,1.3206657500250673e-09,-1.558773628477228e-10,3.3016643750626683e-10
1474,1.310921276673743e-09,-1.549771490886076e-10,3.2773031916843574e-10
1475,1.3015206468672921e-09,-1.5409552722322128e-10,3.2538016171682304e-10
1476,1.2924618565123444e-09,-1.5323288221733777e-10,3.231154641280861e-10
1477,1.283742956952028e-09,-1.5238957611900282e-10,3.20935739238007e-10
1478,1.2753620564063143e-09,-1.5156594858178814e-10,3.188405141015786e-10
1479,1.2673173213647828e-09,-1.507623173785784e-10,3.168293303411957e-10
1480,1.2596069779311466e-09,-1.499789789052576e-10,3.1490174448278664e-10
1481,1.2522293131189072e-09,-1.49216208673701e-10,3.130573282797268e-10
1482,1.24518267609753e-09,-1.4847426179349932e-10,3.112956690243825e-10
1483,1.2384654793885521e-09,-1.4775337344188134e-10,3.0961636984713803e-10
1484,1.232076200011067e-09,-1.470537593213258e-10,3.0801905000276676e-10
1485,1.2260133805760442e-09,-1.4637561610438421e-10,3.0650334514401105e-10
1486,1.220275630328977e-09,-1.4571912186527424e-10,3.0506890758224425e-10
1487,1.214861626140372e-09,-1.4508443649782659e-10,3.03715406535093e-10
1488,1.209770113443621e-09,-1.4447170211940624e-10,3.0244252836090526e-10
1489,1.2049999071198143e-09,-1.438810434604591e-10,3.0124997677995357e-10
1490,1.200549892329097e-09,-1.433125682393649e-10,3.0013747308227427e-10
1491,1.1964190252881744e-09,-1.4276636752231528e-10,2.991047563220436e-10
1492,1.1926063339936198e-09,-1.4224251606796209e-10,2.9815158349840495e-10
1493,1.189110918890643e-09,-1.4174107265661638e-10,2.9727772972266077e-10
1494,1.1859319534870275e-09,-1.4126208040381308e-10,2.9648298837175687e-10
1495,1.1830686849119474e-09,-1.4080556705808285e-10,2.9576717122798685e-10
1496,1.1805204344194205e-09,-1.4037154528281042e-10,2.951301086048551e-10
1497,1.1782865978361723e-09,-1.3996001292208835e-10,2.9457164945904307e-10
1498,1.1763666459537068e-09,-1.395709532505056e-10,2.940916614884267e-10
1499,1.1747601248644266e-09,-1.3920433520684662e-10,2.9369003121610664e-10
1500,1.1734666562416442e-09,-1.3886011361170115e-10,2.9336666406041105e-10
1501,1.17248593756338e-09,-1.3853822936902383e-10,2.93121484390845e-10
1502,1.1718177422798492e-09,-1.382386096517066e-10,2.929544355699623e-10
1503,1.1714619199245833e-09,-1.3796116807126177e-10,2.9286547998114583e-10
1504,1.171418396169143e-09,-1.3770580483174194e-10,2.9285459904228573e-10
1505,1.1716871728214201e-09,-1.374724068680527e-10,2.9292179320535503e-10
1506,1.1722683277675493e-09,-1.3726084796884305e-10,2.930670819418873e-10
1507,1.1731620148574678e-09,-1.3707098888418719e-10,2.9329050371436694e-10
1508,1.1743684637342086e-09,-1.3690267741830014e-10,2.9359211593355214e-10
1509,1.1758879796070146e-09,-1.367557485075557e-10,2.9397199490175365e-10
1510,1.1777209429684154e-09,-1.3663002428410315e-10,2.9443023574210384e-10
1511,1.1798678092554092e-09,-1.365253141254056e-10,2.949669523138523e-10
1512,1.1823291084549382e-09,-1.3644141469004756e-10,2.9558227711373456e-10
1513,1.185105444653865e-09,-1.3637810994018526e-10,2.9627636116346624e-10
1514,1.1881974955336827e-09,-1.3633517115103656e-10,2.9704937388342067e-10
1515,1.1916060118102248e-09,-1.363123569078315e-10,2.979015029525562e-10
1516,1.195331816618656e-09,-1.363094130906668e-10,2.98832954154664e-10
1517,1.1993758048440656e-09,-1.3632607284773038e-10,2.998439512110164e-10
1518,1.2037389423980004e-09,-1.363620565573812e-10,3.009347355995001e-10
1519,1.2084222654413035e-09,-1.3641707177959263e-10,3.0210556636032586e-10
1520,1.2134268795536531e-09,-1.364908131972852e-10,3.033567198884133e-10
1521,1.218753958850219e-09,-1.3658296254809235e-10,3.0468848971255474e-10
1522,1.2244047450458787e-09,-1.366931885471247e-10,3.061011862614697e-10
1523,1.2303805464674654e-09,-1.3682114680130806e-10,3.0759513661686636e-10
1524,1.2366827370145353e-09,-1.369664797158942e-10,3.0917068425363383e-10
1525,1.2433127550691849e-09,-1.3712881639375166e-10,3.108281887672962e-10
1526,1.2502721023554467e-09,-1.373077725280618e-10,3.125680255888617e-10
1527,1.257562342748842e-09,-1.3750295028905718e-10,3.143905856872105e-10
1528,1.265185101036678e-09,-1.3771393820544883e-10,3.162962752591695e-10
1529,1.2731420616297062e-09,-1.3794031104120644e-10,3.1828551540742654e-10
1530,1.2814349672257795e-09,-1.3818162966835688e-10,3.203587418064449e-10
1531,1.2900656174261721e-09,-1.3843744093648207e-10,3.2251640435654303e-10
1532,1.2990358673052446e-09,-1.3870727753960352e-10,3.2475896682631115e-10
1533,1.3083476259341657e-09,-1.3899065788114395e-10,3.270869064835414e-10
1534,1.3180028548594196e-09,-1.3928708593767019e-10,3.295007137148549e-10
1535,1.328003566536847e-09,-1.3959605112211692e-10,3.3200089163421175e-10
1536,1.3383518227219998e-09,-1.3991702814720236e-10,3.3458795568049995e-10
1537,1.349049732817599e-09,-1.4024947688974562e-10,3.372624332043997e-10
1538,1.3600994521789142e-09,-1.40592842256599e-10,3.4002486304472855e-10
1539,1.3715031803779026e-09,-1.4094655405290823e-10,3.4287579509447565e-10
1540,1.3832631594269566e-09,-1.4131002685341093e-10,3.4581578985673916e-10
1541,1.395381671963149e-09,-1.416826598774924e-10,3.4884541799078724e-10
1542,1.4078610393938553e-09,-1.4206383686869775e-10,3.519652598484638e-10
1543,1.4207036200046821e-09,-1.4245292597941422e-10,3.5517590500117053e-10
1544,1.4339118070306266e-09,-1.4284927966142112e-10,3.5847795175765665e-10
1545,1.4474880266914186e-09,-1.432522345630046e-10,3.6187200667285466e-10
1546,1.4614347361920178e-09,-1.4366111143332518e-10,3.6535868404800445e-10
1547,1.4757544216892495e-09,-1.4407521503472294e-10,3.6893860542231237e-10
1548,1.4904495962255799e-09,-1.4449383406362961e-10,3.7261239905639497e-10
1549,1.5055227976310561e-09,-1.4491624108075805e-10,3.7638069940776403e-10
1550,1.520976586394439e-09,-1.4534169245121374e-10,3.8024414659860975e-10
1551,1.5368135435045834e-09,-1.4576942829518396e-10,3.8420338587614584e-10
1552,1.5530362682631308e-09,-1.4619867244981956e-10,3.882590670657827e-10
1553,1.5696473760695934e-09,-1.466286324429439e-10,3.9241184401739835e-10
1554,1.586649496179923e-09,-1.4705849947917575e-10,3.9666237404498073e-10
1555,1.6040452694396743e-09,-1.4748744843906812e-10,4.010113173599186e-10
1556,1.6218373459928789e-09,-1.4791463789182885e-10,4.054593364982197e-10
1557,1.6400283829677665e-09,-1.483392101221822e-10,4.100070957419416e-10
1558,1.6586210421404772e-09,-1.487602911719096e-10,4.146552605351193e-10
1559,1.6776179875779186e-09,-1.4917699089659392e-10,4.1940449689447964e-10
1560,1.6970218832609347e-09,-1.4958840303806213e-10,4.2425547081523367e-10
1561,1.7168353906889728e-09,-1.4999360531302313e-10,4.292088476722432e-10
1562,1.737061166467419e-09,-1.5039165951834474e-10,4.3426529161685473e-10
1563,1.7577018598788144e-09,-1.507816116534329e-10,4.394254649697036e-10
1564,1.7787601104391492e-09,-1.5116249206011123e-10,4.446900276097873e-10
1565,1.8002385454404511e-09,-1.515333155804209e-10,4.500596363601128e-10
1566,1.8221397774808865e-09,-1.5189308173269624e-10,4.5553494437022163e-10
1567,1.844466401983606e-09,-1.5224077490628268e-10,4.611166004959015e-10
1568,1.86722099470557e-09,-1.5257536457521684e-10,4.668052486763925e-10
1569,1.8904061092375853e-09,-1.5289580553117453e-10,4.726015273093963e-10
1570,1.9140242744968174e-09,-1.5320103813596605e-10,4.785060686242044e-10
1571,1.938077992213012e-09,-1.5348998859383213e-10,4.84519498053253e-10
1572,1.9625697344096895e-09,-1.5376156924376115e-10,4.906424336024224e-10
1573,1.987501940881574e-09,-1.5401467887204474e-10,4.968754852203935e-10
1574,2.012877016669514e-09,-1.5424820304522322e-10,5.032192541673785e-10
1575,2.0386973295341607e-09,-1.54461014463595e-10,5.096743323835402e-10
1576,2.0649652074296795e-09,-1.5465197333538464e-10,5.162413018574199e-10
1577,2.091682935978745e-09,-1.5481992777168228e-10,5.229207339946862e-10
1578,2.118852755950114e-09,-1.5496371420221015e-10,5.297131889875285e-10
1579,2.1464768607400225e-09,-1.5508215781195508e-10,5.366192151850056e-10
1580,2.1745573938586968e-09,-1.5517407299867774e-10,5.436393484646742e-10
1581,2.2030964464232264e-09,-1.552382638512818e-10,5.507741116058066e-10
1582,2.232096054658088e-09,-1.5527352464898462e-10,5.58024013664522e-10
1583,2.2615581974045736e-09,-1.5527864038123785e-10,5.653895493511434e-10
1584,2.2914847936403827e-09,-1.5525238728826057e-10,5.728711984100957e-10
1585,2.3218777000106503e-09,-1.55193533422091e-10,5.804694250026626e-10
1586,2.3527387083716587e-09,-1.551008392279596e-10,5.881846770929147e-10
1587,2.3840695433484842e-09,-1.5497305814582212e-10,5.960173858371211e-10
1588,2.415871859907836e-09,-1.5480893723182316e-10,6.03967964976959e-10
1589,2.4481472409473093e-09,-1.5460721779944513e-10,6.120368102368273e-10
1590,2.480897194902316e-09,-1.543666360800747e-10,6.20224298725579e-10
1591,2.514123153371895e-09,-1.540859239026822e-10,6.285307883429737e-10
1592,2.547826468764646e-09,-1.5376380939228722e-10,6.369566171911615e-10
1593,2.5820084119659862e-09,-1.5339901768685901e-10,6.455021029914966e-10
1594,2.616670170027948e-09,-1.5299027167225484e-10,6.54167542506987e-10
1595,2.651812843882706e-09,-1.5253629273481688e-10,6.629532109706765e-10
1596,2.6874374460810296e-09,-1.5203580153115263e-10,6.718593615202574e-10
1597,2.723544898556837e-09,-1.514875187746823e-10,6.808862246392092e-10
1598,2.7601360304190156e-09,-1.5089016603842524e-10,6.900340076047539e-10
1599,2.79721157577168e-09,-1.502424665735468e-10,6.9930289394292e-10
1600,2.8347721715639885e-09,-1.4954314614311166e-10,7.086930428909971e-10
1601,2.8728183554706875e-09,-1.4879093387049052e-10,7.182045888676719e-10
1602,2.9113505638044686e-09,-1.4798456310183572e-10,7.278376409511172e-10
1603,2.9503691294612784e-09,-1.4712277228202436e-10,7.375922823653196e-10
1604,2.9898742798996644e-09,-1.4620430584342465e-10,7.474685699749161e-10
1605,3.0298661351552265e-09,-1.4522791510686744e-10,7.574665337888066e-10
1606,3.07034470589127e-09,-1.4419235919410785e-10,7.675861764728175e-10
1607,3.1113098914866845e-09,-1.4309640595113444e-10,7.778274728716711e-10
1608,3.1527614781621095e-09,-1.4193883288156937e-10,7.881903695405274e-10
1609,3.1946991371453782e-09,-1.4071842808946173e-10,7.986747842863446e-10
1610,3.2371224228772933e-09,-1.3943399123071196e-10,8.092806057193233e-10
1611,3.2800307712586573e-09,-1.3808433447236057e-10,8.200076928146643e-10
1612,3.323423497939596e-09,-1.366682834589644e-10,8.30855874484899e-10
1613,3.367299796652075e-09,-1.3518467828525674e-10,8.418249491630188e-10
1614,3.41165873758658e-09,-1.3363237447427858e-10,8.52914684396645e-10
1615,3.4564992658138553e-09,-1.3201024396016e-10,8.641248164534638e-10
1616,3.501820199752612e-09,-1.3031717607468549e-10,8.75455049938153e-10
1617,3.5476202296840863e-09,-1.2855207853683446e-10,8.869050574210216e-10
1618,3.59389791631428e-09,-1.2671387844437492e-10,8.9847447907857e-10
1619,3.640651689384772e-09,-1.2480152326667916e-10,9.10162922346193e-10
1620,3.6878798463328604e-09,-1.2281398183784993e-10,9.219699615832151e-10
1621,3.735580551001882e-09,-1.2075024534926823e-10,9.338951377504704e-10
1622,3.78375183240245e-09,-1.1860932834065884e-10,9.459379581006125e-10
1623,3.832391583525397e-09,-1.1639026968875962e-10,9.580978958813492e-10
1624,3.881497560207111e-09,-1.1409213359267914e-10,9.703743900517777e-10
